Beta transition file generated from raw ENSDF database
ZAI / BR +/- error / E0 +/- error (MeV) / Qbeta (MeV) / <E> (MeV) / Forbiddenness / ApproxCode    
00010     1.000000  0.000000  0.782     0.001     0.782     0.000     0         10        
  0  
10030     1.000000  0.000000  0.019     0.032     0.019     0.000     0         10        
  0  
20060     1.000000  0.000000  3.508     0.011     3.505     0.000     0         10        
  0  
20080     0.840000  0.010000  9.671     0.007     10.664    0.000     0         10        
20080     0.160000  0.000000  7.571     0.007     10.664    0.000     0         10        
20080     0.160000  0.000000  5.501     0.007     10.664    0.000     0         10        
20080     0.009000  0.010000  0.981     0.007     10.664    0.000     0         10        
  0  
30110     0.077000  0.080000  20.231    0.015     20.551    0.000     0         10        
30110     0.170000  0.040000  17.897    0.015     20.551    0.000     0         10        
30110     0.009000  0.020000  17.151    0.013     20.551    0.000     0         10        
30110     0.227000  0.450000  16.662    0.011     20.551    0.000     0         10        
30110     0.068000  0.240000  16.596    0.011     20.551    0.000     0         10        
30110     0.024000  0.050000  15.296    0.011     20.551    0.000     0         10        
30110     0.008600  0.170000  13.521    0.051     20.551    0.000     0         10        
30110     0.155000  0.310000  12.531    0.023     20.551    0.000     0         10        
30110     0.089000  0.140000  11.738    0.027     20.551    0.000     0         10        
30110     0.078000  0.180000  9.961     0.051     20.551    0.000     0         10        
30110     0.000480  0.070000  4.251     0.011     20.551    0.000     0         10        
30110     0.005500  0.060000  2.361     0.018     20.551    0.000     0         10        
  0  
30080     1.000000  0.000000  12.975    0.014     16.004    0.000     0         10        
  0  
30090     0.492000  0.090000  13.607    0.019     13.606    0.000     0         10        
30090     0.297000  0.300000  11.177    0.023     13.606    0.000     0         10        
30090     0.158000  0.300000  10.827    0.022     13.606    0.000     0         10        
30090     0.015000  0.050000  5.667     0.082     13.606    0.000     0         10        
30090     0.011000  0.020000  2.325     0.029     13.606    0.000     -2        10        
30090     0.027000  0.020000  1.797     0.028     13.606    0.000     0         10        
  0  
40100     1.000000  0.000000  0.556     0.006     0.557     0.000     2         10        
  0  
40110     0.547000  0.200000  11.509    0.048     11.510    0.000     -1        10        
40110     0.314000  0.180000  9.385     0.055     11.510    0.000     -1        10        
40110     0.000540  0.040000  7.064     0.069     11.510    0.000     1         10        
40110     0.002820  0.200000  6.489     0.057     11.510    0.000     -1        10        
40110     0.064700  0.450000  4.717     0.057     11.510    0.000     0         10        
40110     0.000300  0.000000  4.224     0.064     11.510    0.000     -2        10        
40110     0.040000  0.300000  3.531     0.064     11.510    0.000     0         10        
40110     0.031000  0.040000  1.633     0.049     11.510    0.000     0         10        
  0  
40120     1.000000  0.000000  11.708    0.015     11.708    0.000     0         10        
  0  
40140     0.006000  0.000000  16.290    0.013     16.291    0.000     1         10        
40140     0.006000  0.000000  15.550    0.042     16.291    0.000     -1        10        
40140     0.910000  0.090000  15.010    0.024     16.291    0.000     0         10        
  0  
50120     0.972200  0.300000  13.369    0.013     13.369    0.000     0         10        
50120     0.012300  0.050000  8.930     0.034     13.369    0.000     0         10        
50120     0.015000  0.030000  5.715     0.025     13.369    0.000     0         10        
50120     0.000800  0.020000  3.069     0.013     13.369    0.000     0         10        
  0  
50130     0.921000  0.080000  13.437    0.011     13.437    0.000     0         10        
50130     0.007000  0.000000  10.348    0.023     13.437    0.000     -1        10        
50130     0.076000  0.080000  9.753     0.022     13.437    0.000     0         10        
50130     0.007000  0.000000  9.583     0.022     13.437    0.000     -1        10        
50130     0.000940  0.200000  5.890     0.011     13.437    0.000     0         10        
50130     0.001600  0.030000  4.577     0.023     13.437    0.000     0         10        
50130     0.000220  0.070000  3.540     0.012     13.437    0.000     0         10        
  0  
50140     0.014000  0.080000  20.644    0.021     20.644    0.000     1         10        
50140     0.790000  0.060000  14.550    0.021     20.644    0.000     0         10        
50140     0.082000  0.170000  13.916    0.025     20.644    0.000     0         10        
50140     0.100000  0.000000  13.303    0.021     20.644    0.000     0         10        
  0  
60140     1.000000  0.000000  0.156     0.004     0.156     0.000     0         10        
  0  
60150     0.368000  0.080000  9.772     0.008     9.772     0.000     -1        10        
60150     0.632000  0.080000  4.473     0.016     9.772     0.000     0         10        
60150     0.000040  0.000000  3.448     0.008     9.772     0.000     -1        10        
60150     0.000074  0.080000  2.471     0.008     9.772     0.000     0         10        
60150     0.000410  0.050000  1.459     0.009     9.772     0.000     0         10        
60150     0.000130  0.020000  1.200     0.014     9.772     0.000     0         10        
60150     0.000340  0.030000  0.722     0.011     9.772     0.000     0         10        
  0  
60160     0.006700  0.100000  7.892     0.013     8.010     0.000     -1        10        
60160     0.005000  0.000000  7.714     0.009     8.010     0.000     -3        10        
60160     0.001000  0.000000  7.615     0.011     8.010     0.000     -1        10        
60160     0.844000  0.170000  4.659     0.005     8.010     0.000     0         10        
60160     0.156000  0.170000  3.692     0.005     8.010     0.000     0         10        
  0  
60170     0.140000  0.070000  11.786    0.040     13.162    0.000     0         10        
60170     0.270000  0.050000  11.310    0.040     13.162    0.000     0         10        
  0  
60180     0.010000  0.000000  11.219    0.043     11.806    0.000     1         10        
60180     0.090000  0.070000  10.072    0.042     11.806    0.000     0         10        
60180     0.720000  0.100000  9.193     0.043     11.806    0.000     0         10        
  0  
70160     0.280000  0.040000  10.419    0.023     10.421    0.000     1         10        
70160     0.000120  0.040000  4.370     0.025     10.421    0.000     1         10        
70160     0.662000  0.060000  4.289     0.023     10.421    0.000     0         10        
70160     0.048000  0.040000  3.302     0.027     10.421    0.000     0         10        
70160     0.010600  0.070000  1.547     0.024     10.421    0.000     0         10        
70160     0.000012  0.050000  0.834     0.025     10.421    0.000     0         10        
  0  
70170     0.016000  0.050000  8.680     0.015     8.679     0.000     1         10        
70170     0.030000  0.050000  7.809     0.018     8.679     0.000     -1        10        
70170     0.003400  0.060000  5.625     0.022     8.679     0.000     0         10        
70170     0.000070  0.000000  4.837     0.016     8.679     0.000     -2        10        
70170     0.380000  0.130000  4.126     0.022     8.679     0.000     0         10        
70170     0.006000  0.040000  3.595     0.017     8.679     0.000     -1        10        
70170     0.501000  0.130000  3.301     0.021     8.679     0.000     0         10        
70170     0.002300  0.000000  2.947     0.016     8.679     0.000     -2        10        
70170     0.001500  0.000000  2.811     0.016     8.679     0.000     -1        10        
70170     0.069000  0.050000  2.741     0.016     8.679     0.000     0         10        
70170     0.000800  0.000000  2.324     0.017     8.679     0.000     -1        10        
  0  
70180     0.034000  0.130000  11.917    0.092     13.896    0.000     -1        10        
70180     0.005000  0.000000  10.345    0.082     13.896    0.000     -3        10        
70180     0.003000  0.000000  10.265    0.023     13.896    0.000     0         10        
70180     0.004000  0.000000  9.979     0.024     13.896    0.000     -1        10        
